inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,last_updated
10365,519,5,390,66,2026-01-01
10366,519,6,342,27,2026-01-01
10367,519,7,203,51,2026-01-01
10368,519,8,497,72,2026-01-01
10369,519,9,422,49,2026-01-01
10370,519,10,155,40,2026-01-01
10371,519,11,0,39,2026-01-01
10372,519,12,34,59,2026-01-01
10373,519,13,400,47,2026-01-01
10374,519,14,469,99,2026-01-01
10375,519,15,204,83,2026-01-01
10376,519,16,438,64,2026-01-01
10377,519,17,233,58,2026-01-01
10378,519,18,362,94,2026-01-01
10379,519,19,472,62,2026-01-01
10380,519,20,167,70,2026-01-01
10381,520,1,366,96,2026-01-01
10382,520,2,353,37,2026-01-01
10383,520,3,219,66,2026-01-01
10384,520,4,434,100,2026-01-01
10385,520,5,166,24,2026-01-01
10386,520,6,214,74,2026-01-01
10387,520,7,395,87,2026-01-01
10388,520,8,218,97,2026-01-01
10389,520,9,66,56,2026-01-01
10390,520,10,357,44,2026-01-01
10391,520,11,72,26,2026-01-01
10392,520,12,83,48,2026-01-01
10393,520,13,410,38,2026-01-01
10394,520,14,353,35,2026-01-01
10395,520,15,128,45,2026-01-01
10396,520,16,417,99,2026-01-01
10397,520,17,124,43,2026-01-01
10398,520,18,476,77,2026-01-01
10399,520,19,194,74,2026-01-01
10400,520,20,80,63,2026-01-01
10401,521,1,64,100,2026-01-01
10402,521,2,251,98,2026-01-01
10403,521,3,362,66,2026-01-01
10404,521,4,290,45,2026-01-01
10405,521,5,176,98,2026-01-01
10406,521,6,307,37,2026-01-01
10407,521,7,349,46,2026-01-01
10408,521,8,208,28,2026-01-01
10409,521,9,8,73,2026-01-01
10410,521,10,419,82,2026-01-01
10411,521,11,498,86,2026-01-01
10412,521,12,99,61,2026-01-01
10413,521,13,418,96,2026-01-01
10414,521,14,378,70,2026-01-01
10415,521,15,354,93,2026-01-01
10416,521,16,135,63,2026-01-01
10417,521,17,61,40,2026-01-01
10418,521,18,436,60,2026-01-01
10419,521,19,280,96,2026-01-01
10420,521,20,354,57,2026-01-01
10421,522,1,354,27,2026-01-01
10422,522,2,159,78,2026-01-01
10423,522,3,231,79,2026-01-01
10424,522,4,483,50,2026-01-01
10425,522,5,57,53,2026-01-01
10426,522,6,466,30,2026-01-01
10427,522,7,122,62,2026-01-01
10428,522,8,424,38,2026-01-01
10429,522,9,328,59,2026-01-01
10430,522,10,470,99,2026-01-01
10431,522,11,419,38,2026-01-01
10432,522,12,345,56,2026-01-01
10433,522,13,166,65,2026-01-01
10434,522,14,156,46,2026-01-01
10435,522,15,387,36,2026-01-01
10436,522,16,137,98,2026-01-01
10437,522,17,299,32,2026-01-01
10438,522,18,29,59,2026-01-01
10439,522,19,396,63,2026-01-01
10440,522,20,70,73,2026-01-01
10441,523,1,33,21,2026-01-01
10442,523,2,371,22,2026-01-01
10443,523,3,141,93,2026-01-01
10444,523,4,345,70,2026-01-01
10445,523,5,349,60,2026-01-01
10446,523,6,390,68,2026-01-01
10447,523,7,257,72,2026-01-01
10448,523,8,226,66,2026-01-01
10449,523,9,230,48,2026-01-01
10450,523,10,187,81,2026-01-01
10451,523,11,460,86,2026-01-01
10452,523,12,192,86,2026-01-01
10453,523,13,246,98,2026-01-01
10454,523,14,384,22,2026-01-01
10455,523,15,373,72,2026-01-01
10456,523,16,268,52,2026-01-01
10457,523,17,265,75,2026-01-01
10458,523,18,226,55,2026-01-01
10459,523,19,290,42,2026-01-01
10460,523,20,93,93,2026-01-01
10461,524,1,48,97,2026-01-01
10462,524,2,133,31,2026-01-01
10463,524,3,439,91,2026-01-01
10464,524,4,497,51,2026-01-01
10465,524,5,194,31,2026-01-01
10466,524,6,417,37,2026-01-01
10467,524,7,227,58,2026-01-01
10468,524,8,348,50,2026-01-01
10469,524,9,243,52,2026-01-01
10470,524,10,349,45,2026-01-01
10471,524,11,213,73,2026-01-01
10472,524,12,155,98,2026-01-01
10473,524,13,258,47,2026-01-01
10474,524,14,232,39,2026-01-01
10475,524,15,189,79,2026-01-01
10476,524,16,130,92,2026-01-01
10477,524,17,467,64,2026-01-01
10478,524,18,440,100,2026-01-01
10479,524,19,219,31,2026-01-01
10480,524,20,439,72,2026-01-01
10481,525,1,370,52,2026-01-01
10482,525,2,217,67,2026-01-01
10483,525,3,80,38,2026-01-01
10484,525,4,271,100,2026-01-01
10485,525,5,255,92,2026-01-01
10486,525,6,390,95,2026-01-01
10487,525,7,407,96,2026-01-01
10488,525,8,248,68,2026-01-01
10489,525,9,345,99,2026-01-01
10490,525,10,120,82,2026-01-01
10491,525,11,134,79,2026-01-01
10492,525,12,232,87,2026-01-01
10493,525,13,36,39,2026-01-01
10494,525,14,304,89,2026-01-01
10495,525,15,469,84,2026-01-01
10496,525,16,350,45,2026-01-01
10497,525,17,263,38,2026-01-01
10498,525,18,60,63,2026-01-01
10499,525,19,331,33,2026-01-01
10500,525,20,242,57,2026-01-01
10501,526,1,60,73,2026-01-01
10502,526,2,47,28,2026-01-01
10503,526,3,481,95,2026-01-01
10504,526,4,419,77,2026-01-01
10505,526,5,489,86,2026-01-01
10506,526,6,367,58,2026-01-01
10507,526,7,483,60,2026-01-01
10508,526,8,429,84,2026-01-01
10509,526,9,203,37,2026-01-01
10510,526,10,178,63,2026-01-01
10511,526,11,297,77,2026-01-01
10512,526,12,78,74,2026-01-01
10513,526,13,223,54,2026-01-01
10514,526,14,60,71,2026-01-01
10515,526,15,196,40,2026-01-01
10516,526,16,332,84,2026-01-01
10517,526,17,84,61,2026-01-01
10518,526,18,227,43,2026-01-01
10519,526,19,329,84,2026-01-01
10520,526,20,449,59,2026-01-01
10521,527,1,262,80,2026-01-01
10522,527,2,466,39,2026-01-01
10523,527,3,66,57,2026-01-01
10524,527,4,203,33,2026-01-01
10525,527,5,295,46,2026-01-01
10526,527,6,294,44,2026-01-01
10527,527,7,446,41,2026-01-01
10528,527,8,438,44,2026-01-01
10529,527,9,283,82,2026-01-01
10530,527,10,196,51,2026-01-01
10531,527,11,142,57,2026-01-01
10532,527,12,235,31,2026-01-01
10533,527,13,240,91,2026-01-01
10534,527,14,121,32,2026-01-01
10535,527,15,282,66,2026-01-01
10536,527,16,351,95,2026-01-01
10537,527,17,471,31,2026-01-01
10538,527,18,4,24,2026-01-01
10539,527,19,233,76,2026-01-01
10540,527,20,223,67,2026-01-01
10541,528,1,339,84,2026-01-01
10542,528,2,243,95,2026-01-01
10543,528,3,351,46,2026-01-01
10544,528,4,145,26,2026-01-01
10545,528,5,45,33,2026-01-01
10546,528,6,381,56,2026-01-01
10547,528,7,465,56,2026-01-01
10548,528,8,411,96,2026-01-01
10549,528,9,189,80,2026-01-01
10550,528,10,337,55,2026-01-01
10551,528,11,399,96,2026-01-01
10552,528,12,371,21,2026-01-01
10553,528,13,355,73,2026-01-01
10554,528,14,336,36,2026-01-01
10555,528,15,424,27,2026-01-01
10556,528,16,149,34,2026-01-01
10557,528,17,186,66,2026-01-01
10558,528,18,262,56,2026-01-01
10559,528,19,310,44,2026-01-01
10560,528,20,135,94,2026-01-01
10561,529,1,151,54,2026-01-01
10562,529,2,265,98,2026-01-01
10563,529,3,403,56,2026-01-01
10564,529,4,125,73,2026-01-01
10565,529,5,463,81,2026-01-01
10566,529,6,191,66,2026-01-01
10567,529,7,423,38,2026-01-01
10568,529,8,485,77,2026-01-01
10569,529,9,120,23,2026-01-01
10570,529,10,239,55,2026-01-01
10571,529,11,356,27,2026-01-01
10572,529,12,110,32,2026-01-01
10573,529,13,386,93,2026-01-01
10574,529,14,32,42,2026-01-01
10575,529,15,20,85,2026-01-01
10576,529,16,260,54,2026-01-01
10577,529,17,15,63,2026-01-01
10578,529,18,300,98,2026-01-01
10579,529,19,344,81,2026-01-01
10580,529,20,129,39,2026-01-01
10581,530,1,182,70,2026-01-01
10582,530,2,255,61,2026-01-01
10583,530,3,386,69,2026-01-01
10584,530,4,346,83,2026-01-01
10585,530,5,317,33,2026-01-01
10586,530,6,272,42,2026-01-01
10587,530,7,47,94,2026-01-01
10588,530,8,94,51,2026-01-01
10589,530,9,210,34,2026-01-01
10590,530,10,278,91,2026-01-01
10591,530,11,79,63,2026-01-01
10592,530,12,381,87,2026-01-01
10593,530,13,493,52,2026-01-01
10594,530,14,431,39,2026-01-01
10595,530,15,306,44,2026-01-01
10596,530,16,161,88,2026-01-01
10597,530,17,2,44,2026-01-01
10598,530,18,386,24,2026-01-01
10599,530,19,231,57,2026-01-01
10600,530,20,346,53,2026-01-01
10601,531,1,49,97,2026-01-01
10602,531,2,205,44,2026-01-01
10603,531,3,152,25,2026-01-01
10604,531,4,483,66,2026-01-01
10605,531,5,299,46,2026-01-01
10606,531,6,50,96,2026-01-01
10607,531,7,173,50,2026-01-01
10608,531,8,67,76,2026-01-01
10609,531,9,163,69,2026-01-01
10610,531,10,123,32,2026-01-01
10611,531,11,158,38,2026-01-01
10612,531,12,4,62,2026-01-01
10613,531,13,317,47,2026-01-01
10614,531,14,345,22,2026-01-01
10615,531,15,368,33,2026-01-01
10616,531,16,30,29,2026-01-01
10617,531,17,32,75,2026-01-01
10618,531,18,303,78,2026-01-01
10619,531,19,12,43,2026-01-01
10620,531,20,277,36,2026-01-01
10621,532,1,237,68,2026-01-01
10622,532,2,51,21,2026-01-01
10623,532,3,77,85,2026-01-01
10624,532,4,200,44,2026-01-01
10625,532,5,59,87,2026-01-01
10626,532,6,372,66,2026-01-01
10627,532,7,152,72,2026-01-01
10628,532,8,382,97,2026-01-01
10629,532,9,434,89,2026-01-01
10630,532,10,254,38,2026-01-01
10631,532,11,89,98,2026-01-01
10632,532,12,25,74,2026-01-01
10633,532,13,276,64,2026-01-01
10634,532,14,4,95,2026-01-01
10635,532,15,500,72,2026-01-01
10636,532,16,188,42,2026-01-01
10637,532,17,278,46,2026-01-01
10638,532,18,171,86,2026-01-01
10639,532,19,427,22,2026-01-01
10640,532,20,25,73,2026-01-01
10641,533,1,160,78,2026-01-01
10642,533,2,442,100,2026-01-01
10643,533,3,223,25,2026-01-01
10644,533,4,273,81,2026-01-01
10645,533,5,381,27,2026-01-01
10646,533,6,139,96,2026-01-01
10647,533,7,458,90,2026-01-01
10648,533,8,167,42,2026-01-01
10649,533,9,257,42,2026-01-01
10650,533,10,155,57,2026-01-01
10651,533,11,240,40,2026-01-01
10652,533,12,437,61,2026-01-01
10653,533,13,341,61,2026-01-01
10654,533,14,271,66,2026-01-01
10655,533,15,20,98,2026-01-01
10656,533,16,330,89,2026-01-01
10657,533,17,254,58,2026-01-01
10658,533,18,455,65,2026-01-01
10659,533,19,320,41,2026-01-01
10660,533,20,131,24,2026-01-01
10661,534,1,361,74,2026-01-01
10662,534,2,118,67,2026-01-01
10663,534,3,259,82,2026-01-01
10664,534,4,127,52,2026-01-01
10665,534,5,360,79,2026-01-01
10666,534,6,172,70,2026-01-01
10667,534,7,249,68,2026-01-01
10668,534,8,133,61,2026-01-01
10669,534,9,170,79,2026-01-01
10670,534,10,64,57,2026-01-01
10671,534,11,148,43,2026-01-01
10672,534,12,432,89,2026-01-01
10673,534,13,361,72,2026-01-01
10674,534,14,123,62,2026-01-01
10675,534,15,305,93,2026-01-01
10676,534,16,331,63,2026-01-01
10677,534,17,422,89,2026-01-01
10678,534,18,447,80,2026-01-01
10679,534,19,73,44,2026-01-01
10680,534,20,230,94,2026-01-01
10681,535,1,489,34,2026-01-01
10682,535,2,295,86,2026-01-01
10683,535,3,272,77,2026-01-01
10684,535,4,4,55,2026-01-01
10685,535,5,425,32,2026-01-01
10686,535,6,222,61,2026-01-01
10687,535,7,264,33,2026-01-01
10688,535,8,29,22,2026-01-01
10689,535,9,223,59,2026-01-01
10690,535,10,69,89,2026-01-01
10691,535,11,206,86,2026-01-01
10692,535,12,214,93,2026-01-01
10693,535,13,176,78,2026-01-01
10694,535,14,315,59,2026-01-01
10695,535,15,185,27,2026-01-01
10696,535,16,330,40,2026-01-01
10697,535,17,481,87,2026-01-01
10698,535,18,48,69,2026-01-01
10699,535,19,185,67,2026-01-01
10700,535,20,500,27,2026-01-01
10701,536,1,416,56,2026-01-01
10702,536,2,182,48,2026-01-01
10703,536,3,424,45,2026-01-01
10704,536,4,234,81,2026-01-01
10705,536,5,389,82,2026-01-01
10706,536,6,498,88,2026-01-01
10707,536,7,185,89,2026-01-01
10708,536,8,403,58,2026-01-01
10709,536,9,311,30,2026-01-01
10710,536,10,2,85,2026-01-01
10711,536,11,216,52,2026-01-01
10712,536,12,141,68,2026-01-01
10713,536,13,193,79,2026-01-01
10714,536,14,496,82,2026-01-01
10715,536,15,456,41,2026-01-01
10716,536,16,35,49,2026-01-01
10717,536,17,107,69,2026-01-01
10718,536,18,477,70,2026-01-01
10719,536,19,98,49,2026-01-01
10720,536,20,12,24,2026-01-01
10721,537,1,389,78,2026-01-01
10722,537,2,59,83,2026-01-01
10723,537,3,132,100,2026-01-01
10724,537,4,64,35,2026-01-01
10725,537,5,149,42,2026-01-01
10726,537,6,173,84,2026-01-01
10727,537,7,78,89,2026-01-01
10728,537,8,437,93,2026-01-01
10729,537,9,470,89,2026-01-01
10730,537,10,223,21,2026-01-01
10731,537,11,342,35,2026-01-01
10732,537,12,259,47,2026-01-01
10733,537,13,328,62,2026-01-01
10734,537,14,136,41,2026-01-01
10735,537,15,355,83,2026-01-01
10736,537,16,26,52,2026-01-01
10737,537,17,412,43,2026-01-01
10738,537,18,273,90,2026-01-01
10739,537,19,449,100,2026-01-01
10740,537,20,311,57,2026-01-01
10741,538,1,43,84,2026-01-01
10742,538,2,192,41,2026-01-01
10743,538,3,147,57,2026-01-01
10744,538,4,223,32,2026-01-01
10745,538,5,48,39,2026-01-01
10746,538,6,67,45,2026-01-01
10747,538,7,248,84,2026-01-01
10748,538,8,356,70,2026-01-01
10749,538,9,461,29,2026-01-01
10750,538,10,437,63,2026-01-01
10751,538,11,158,98,2026-01-01
10752,538,12,488,72,2026-01-01
10753,538,13,463,23,2026-01-01
10754,538,14,262,42,2026-01-01
10755,538,15,452,43,2026-01-01
10756,538,16,113,38,2026-01-01
10757,538,17,424,40,2026-01-01
10758,538,18,151,40,2026-01-01
10759,538,19,176,72,2026-01-01
10760,538,20,396,78,2026-01-01
10761,539,1,61,84,2026-01-01
10762,539,2,294,100,2026-01-01
10763,539,3,374,58,2026-01-01
10764,539,4,133,77,2026-01-01
10765,539,5,497,26,2026-01-01
10766,539,6,250,73,2026-01-01
10767,539,7,312,65,2026-01-01
10768,539,8,363,86,2026-01-01
10769,539,9,453,46,2026-01-01
10770,539,10,66,20,2026-01-01
10771,539,11,116,61,2026-01-01
10772,539,12,373,90,2026-01-01
10773,539,13,426,31,2026-01-01
10774,539,14,96,94,2026-01-01
10775,539,15,139,84,2026-01-01
10776,539,16,232,49,2026-01-01
10777,539,17,347,90,2026-01-01
10778,539,18,179,74,2026-01-01
10779,539,19,80,78,2026-01-01
10780,539,20,251,76,2026-01-01
10781,540,1,482,24,2026-01-01
10782,540,2,122,91,2026-01-01
10783,540,3,104,34,2026-01-01
10784,540,4,69,98,2026-01-01
10785,540,5,367,73,2026-01-01
10786,540,6,153,73,2026-01-01
10787,540,7,134,99,2026-01-01
10788,540,8,78,100,2026-01-01
10789,540,9,179,75,2026-01-01
10790,540,10,303,97,2026-01-01
10791,540,11,175,87,2026-01-01
10792,540,12,13,69,2026-01-01
10793,540,13,150,43,2026-01-01
10794,540,14,167,95,2026-01-01
10795,540,15,107,93,2026-01-01
10796,540,16,9,75,2026-01-01
10797,540,17,273,99,2026-01-01
10798,540,18,196,36,2026-01-01
10799,540,19,191,52,2026-01-01
10800,540,20,215,73,2026-01-01
10801,541,1,366,38,2026-01-01
10802,541,2,231,53,2026-01-01
10803,541,3,64,100,2026-01-01
10804,541,4,390,81,2026-01-01
10805,541,5,9,82,2026-01-01
10806,541,6,252,99,2026-01-01
10807,541,7,221,96,2026-01-01
10808,541,8,415,49,2026-01-01
10809,541,9,478,57,2026-01-01
10810,541,10,174,66,2026-01-01
10811,541,11,477,73,2026-01-01
10812,541,12,70,25,2026-01-01
10813,541,13,327,64,2026-01-01
10814,541,14,483,65,2026-01-01
10815,541,15,420,75,2026-01-01
10816,541,16,292,80,2026-01-01
10817,541,17,140,88,2026-01-01
10818,541,18,217,32,2026-01-01
10819,541,19,380,46,2026-01-01
10820,541,20,469,85,2026-01-01
10821,542,1,226,55,2026-01-01
10822,542,2,269,76,2026-01-01
10823,542,3,460,41,2026-01-01
10824,542,4,443,24,2026-01-01
10825,542,5,13,20,2026-01-01
10826,542,6,396,65,2026-01-01
10827,542,7,327,96,2026-01-01
10828,542,8,119,93,2026-01-01
10829,542,9,124,34,2026-01-01
10830,542,10,53,55,2026-01-01
10831,542,11,197,90,2026-01-01
10832,542,12,110,28,2026-01-01
10833,542,13,421,90,2026-01-01
10834,542,14,191,36,2026-01-01
10835,542,15,342,26,2026-01-01
10836,542,16,7,73,2026-01-01
10837,542,17,195,73,2026-01-01
10838,542,18,107,72,2026-01-01
10839,542,19,257,69,2026-01-01
10840,542,20,356,37,2026-01-01
10841,543,1,349,69,2026-01-01
10842,543,2,137,85,2026-01-01
10843,543,3,221,95,2026-01-01
10844,543,4,134,85,2026-01-01
10845,543,5,13,81,2026-01-01
10846,543,6,195,67,2026-01-01
10847,543,7,255,34,2026-01-01
10848,543,8,482,79,2026-01-01
10849,543,9,90,68,2026-01-01
10850,543,10,149,96,2026-01-01
10851,543,11,125,89,2026-01-01
10852,543,12,302,48,2026-01-01
10853,543,13,309,64,2026-01-01
10854,543,14,208,93,2026-01-01
10855,543,15,203,85,2026-01-01
10856,543,16,64,97,2026-01-01
10857,543,17,291,84,2026-01-01
10858,543,18,484,100,2026-01-01
10859,543,19,233,76,2026-01-01
10860,543,20,404,83,2026-01-01
10861,544,1,294,29,2026-01-01
10862,544,2,176,73,2026-01-01
10863,544,3,380,69,2026-01-01
10864,544,4,29,42,2026-01-01
10865,544,5,276,59,2026-01-01
10866,544,6,284,73,2026-01-01
10867,544,7,304,36,2026-01-01
10868,544,8,210,85,2026-01-01
10869,544,9,221,56,2026-01-01
10870,544,10,237,26,2026-01-01
10871,544,11,310,64,2026-01-01
10872,544,12,77,99,2026-01-01
10873,544,13,348,81,2026-01-01
10874,544,14,376,51,2026-01-01
10875,544,15,312,72,2026-01-01
10876,544,16,41,90,2026-01-01
10877,544,17,235,80,2026-01-01
10878,544,18,275,60,2026-01-01
10879,544,19,268,53,2026-01-01
10880,544,20,153,84,2026-01-01
10881,545,1,15,41,2026-01-01
10882,545,2,409,68,2026-01-01
10883,545,3,180,67,2026-01-01
10884,545,4,98,61,2026-01-01
10885,545,5,224,78,2026-01-01
10886,545,6,404,77,2026-01-01
10887,545,7,86,61,2026-01-01
10888,545,8,38,38,2026-01-01
10889,545,9,382,22,2026-01-01
10890,545,10,184,58,2026-01-01
10891,545,11,184,65,2026-01-01
10892,545,12,350,95,2026-01-01
10893,545,13,51,90,2026-01-01
10894,545,14,461,100,2026-01-01
10895,545,15,353,79,2026-01-01
10896,545,16,16,79,2026-01-01
10897,545,17,341,63,2026-01-01
10898,545,18,177,87,2026-01-01
10899,545,19,4,75,2026-01-01
10900,545,20,130,38,2026-01-01
10901,546,1,169,85,2026-01-01
10902,546,2,137,24,2026-01-01
10903,546,3,229,21,2026-01-01
10904,546,4,430,63,2026-01-01
10905,546,5,36,80,2026-01-01
10906,546,6,282,45,2026-01-01
10907,546,7,231,51,2026-01-01
10908,546,8,410,29,2026-01-01
10909,546,9,290,42,2026-01-01
10910,546,10,243,57,2026-01-01
10911,546,11,392,100,2026-01-01
10912,546,12,37,56,2026-01-01
10913,546,13,370,37,2026-01-01
10914,546,14,33,48,2026-01-01
10915,546,15,124,48,2026-01-01
10916,546,16,189,36,2026-01-01
10917,546,17,290,85,2026-01-01
10918,546,18,359,44,2026-01-01
10919,546,19,103,30,2026-01-01
10920,546,20,403,93,2026-01-01
10921,547,1,81,57,2026-01-01
10922,547,2,379,20,2026-01-01
10923,547,3,184,45,2026-01-01
10924,547,4,133,56,2026-01-01
10925,547,5,497,78,2026-01-01
10926,547,6,76,41,2026-01-01
10927,547,7,479,58,2026-01-01
10928,547,8,445,47,2026-01-01
10929,547,9,12,43,2026-01-01
10930,547,10,330,90,2026-01-01
10931,547,11,396,34,2026-01-01
10932,547,12,500,61,2026-01-01
10933,547,13,337,25,2026-01-01
10934,547,14,348,26,2026-01-01
10935,547,15,51,44,2026-01-01
10936,547,16,57,23,2026-01-01
10937,547,17,149,35,2026-01-01
10938,547,18,44,44,2026-01-01
10939,547,19,452,80,2026-01-01
10940,547,20,397,37,2026-01-01
10941,548,1,87,94,2026-01-01
10942,548,2,131,94,2026-01-01
10943,548,3,160,45,2026-01-01
10944,548,4,366,30,2026-01-01
10945,548,5,361,73,2026-01-01
10946,548,6,265,39,2026-01-01
10947,548,7,147,100,2026-01-01
10948,548,8,155,49,2026-01-01
10949,548,9,420,37,2026-01-01
10950,548,10,253,49,2026-01-01
10951,548,11,376,73,2026-01-01
10952,548,12,2,98,2026-01-01
10953,548,13,0,38,2026-01-01
10954,548,14,79,85,2026-01-01
10955,548,15,109,83,2026-01-01
10956,548,16,28,70,2026-01-01
10957,548,17,484,93,2026-01-01
10958,548,18,114,44,2026-01-01
10959,548,19,140,33,2026-01-01
10960,548,20,443,71,2026-01-01
10961,549,1,438,51,2026-01-01
10962,549,2,149,81,2026-01-01
10963,549,3,66,76,2026-01-01
10964,549,4,242,44,2026-01-01
10965,549,5,69,57,2026-01-01
10966,549,6,489,32,2026-01-01
10967,549,7,170,30,2026-01-01
10968,549,8,203,76,2026-01-01
10969,549,9,29,49,2026-01-01
10970,549,10,476,79,2026-01-01
10971,549,11,78,81,2026-01-01
10972,549,12,164,89,2026-01-01
10973,549,13,339,63,2026-01-01
10974,549,14,464,53,2026-01-01
10975,549,15,3,24,2026-01-01
10976,549,16,269,25,2026-01-01
10977,549,17,429,35,2026-01-01
10978,549,18,484,38,2026-01-01
10979,549,19,43,86,2026-01-01
10980,549,20,146,74,2026-01-01
10981,550,1,215,21,2026-01-01
10982,550,2,39,99,2026-01-01
10983,550,3,34,85,2026-01-01
10984,550,4,252,20,2026-01-01
10985,550,5,250,95,2026-01-01
10986,550,6,214,97,2026-01-01
10987,550,7,117,83,2026-01-01
10988,550,8,253,87,2026-01-01
10989,550,9,431,21,2026-01-01
10990,550,10,455,100,2026-01-01
10991,550,11,77,37,2026-01-01
10992,550,12,270,61,2026-01-01
10993,550,13,406,48,2026-01-01
10994,550,14,352,90,2026-01-01
10995,550,15,243,39,2026-01-01
10996,550,16,28,95,2026-01-01
10997,550,17,141,32,2026-01-01
10998,550,18,155,67,2026-01-01
10999,550,19,384,28,2026-01-01
11000,550,20,310,45,2026-01-01
11001,551,1,130,92,2026-01-01
11002,551,2,420,86,2026-01-01
11003,551,3,457,20,2026-01-01
11004,551,4,235,81,2026-01-01
11005,551,5,489,88,2026-01-01
11006,551,6,241,21,2026-01-01
11007,551,7,335,35,2026-01-01
11008,551,8,98,98,2026-01-01
11009,551,9,385,76,2026-01-01
11010,551,10,348,91,2026-01-01
11011,551,11,33,64,2026-01-01
11012,551,12,209,99,2026-01-01
11013,551,13,432,97,2026-01-01
11014,551,14,60,27,2026-01-01
11015,551,15,48,21,2026-01-01
11016,551,16,366,86,2026-01-01
11017,551,17,31,51,2026-01-01
11018,551,18,461,41,2026-01-01
11019,551,19,417,53,2026-01-01
11020,551,20,309,49,2026-01-01
11021,552,1,302,61,2026-01-01
11022,552,2,138,78,2026-01-01
11023,552,3,444,64,2026-01-01
11024,552,4,367,45,2026-01-01
11025,552,5,293,34,2026-01-01
11026,552,6,336,81,2026-01-01
11027,552,7,227,64,2026-01-01
11028,552,8,88,99,2026-01-01
11029,552,9,431,36,2026-01-01
11030,552,10,391,30,2026-01-01
11031,552,11,449,58,2026-01-01
11032,552,12,173,79,2026-01-01
11033,552,13,21,79,2026-01-01
11034,552,14,354,76,2026-01-01
11035,552,15,269,52,2026-01-01
11036,552,16,471,86,2026-01-01
11037,552,17,485,28,2026-01-01
11038,552,18,155,93,2026-01-01
11039,552,19,191,57,2026-01-01
11040,552,20,3,80,2026-01-01
11041,553,1,107,68,2026-01-01
11042,553,2,26,95,2026-01-01
11043,553,3,294,76,2026-01-01
11044,553,4,113,38,2026-01-01
11045,553,5,431,26,2026-01-01
11046,553,6,287,95,2026-01-01
11047,553,7,469,80,2026-01-01
11048,553,8,416,60,2026-01-01
11049,553,9,444,77,2026-01-01
11050,553,10,96,24,2026-01-01
11051,553,11,139,25,2026-01-01
11052,553,12,455,45,2026-01-01
11053,553,13,491,30,2026-01-01
11054,553,14,463,59,2026-01-01
11055,553,15,102,49,2026-01-01
11056,553,16,148,26,2026-01-01
11057,553,17,64,97,2026-01-01
11058,553,18,248,32,2026-01-01
11059,553,19,194,73,2026-01-01
11060,553,20,7,39,2026-01-01
11061,554,1,419,24,2026-01-01
11062,554,2,218,46,2026-01-01
11063,554,3,311,47,2026-01-01
11064,554,4,314,44,2026-01-01
11065,554,5,126,37,2026-01-01
11066,554,6,240,95,2026-01-01
11067,554,7,357,41,2026-01-01
11068,554,8,50,43,2026-01-01
11069,554,9,403,79,2026-01-01
11070,554,10,388,75,2026-01-01
11071,554,11,325,25,2026-01-01
11072,554,12,398,95,2026-01-01
11073,554,13,475,76,2026-01-01
11074,554,14,470,62,2026-01-01
11075,554,15,267,31,2026-01-01
11076,554,16,130,39,2026-01-01
11077,554,17,386,29,2026-01-01
11078,554,18,433,67,2026-01-01
11079,554,19,283,100,2026-01-01
11080,554,20,240,87,2026-01-01
11081,555,1,308,100,2026-01-01
11082,555,2,466,100,2026-01-01
11083,555,3,271,76,2026-01-01
11084,555,4,29,71,2026-01-01
11085,555,5,393,56,2026-01-01
11086,555,6,240,57,2026-01-01
11087,555,7,217,65,2026-01-01
11088,555,8,6,94,2026-01-01
11089,555,9,488,44,2026-01-01
11090,555,10,67,91,2026-01-01
11091,555,11,106,51,2026-01-01
11092,555,12,487,57,2026-01-01
11093,555,13,155,81,2026-01-01
11094,555,14,264,52,2026-01-01
11095,555,15,475,75,2026-01-01
11096,555,16,275,39,2026-01-01
11097,555,17,244,97,2026-01-01
11098,555,18,49,52,2026-01-01
11099,555,19,419,39,2026-01-01
11100,555,20,250,39,2026-01-01
11101,556,1,33,75,2026-01-01
11102,556,2,230,77,2026-01-01
11103,556,3,478,91,2026-01-01
11104,556,4,339,64,2026-01-01
11105,556,5,23,70,2026-01-01
11106,556,6,193,66,2026-01-01
11107,556,7,376,89,2026-01-01
11108,556,8,73,46,2026-01-01
11109,556,9,390,35,2026-01-01
11110,556,10,68,23,2026-01-01
11111,556,11,348,70,2026-01-01
11112,556,12,315,36,2026-01-01
11113,556,13,41,55,2026-01-01
11114,556,14,12,27,2026-01-01
11115,556,15,46,50,2026-01-01
11116,556,16,34,67,2026-01-01
11117,556,17,369,92,2026-01-01
11118,556,18,494,80,2026-01-01
11119,556,19,296,78,2026-01-01
11120,556,20,456,88,2026-01-01
11121,557,1,277,67,2026-01-01
11122,557,2,226,38,2026-01-01
11123,557,3,424,52,2026-01-01
11124,557,4,330,53,2026-01-01
11125,557,5,436,67,2026-01-01
11126,557,6,172,33,2026-01-01
11127,557,7,387,43,2026-01-01
11128,557,8,280,94,2026-01-01
11129,557,9,367,49,2026-01-01
11130,557,10,453,42,2026-01-01
11131,557,11,463,64,2026-01-01
11132,557,12,68,66,2026-01-01
11133,557,13,61,100,2026-01-01
11134,557,14,162,39,2026-01-01
11135,557,15,498,43,2026-01-01
11136,557,16,416,25,2026-01-01
11137,557,17,338,74,2026-01-01
11138,557,18,201,71,2026-01-01
11139,557,19,118,76,2026-01-01
