return_id,order_id,product_id,quantity,return_reason,return_status,return_date
2467,4004.0,851.0,2.0,Not as Described,Approved,2025-11-08
2468,7017.0,484.0,5.0,Customer Changed Mind,Pending,2026-01-01
2469,5437.0,968.0,4.0,Not as Described,Approved,2025-09-27
2470,5086.0,607.0,2.0,Quality Issue,Approved,2025-10-09
2471,6287.0,774.0,5.0,Customer Changed Mind,Pending,2025-05-29
2472,4280.0,275.0,5.0,Damaged Product,Pending,2026-05-18
2473,6916.0,831.0,1.0,Wrong Item Delivered,Rejected,2025-11-28
2474,6424.0,165.0,5.0,Wrong Item Delivered,Rejected,2025-08-03
2475,9405.0,49.0,4.0,Quality Issue,Pending,2025-08-06
2476,9275.0,442.0,2.0,Quality Issue,Pending,2025-08-18
2477,9434.0,755.0,3.0,Quality Issue,Approved,2025-09-21
2478,7925.0,220.0,4.0,Customer Changed Mind,Pending,2025-07-14
2479,9791.0,5.0,3.0,Not as Described,Rejected,2025-12-07
2480,4718.0,716.0,4.0,Customer Changed Mind,Approved,2025-12-30
2481,5338.0,571.0,2.0,Customer Changed Mind,Rejected,2025-08-24
2482,4634.0,232.0,3.0,Wrong Item Delivered,Rejected,2025-07-01
2483,956.0,338.0,1.0,Quality Issue,Pending,2025-11-28
2484,8882.0,626.0,5.0,Damaged Product,Rejected,2025-06-09
2485,4843.0,343.0,2.0,Damaged Product,Rejected,2025-12-08
2486,197.0,448.0,3.0,Damaged Product,Rejected,2026-04-04
2487,7239.0,657.0,1.0,Not as Described,Pending,2026-01-19
2488,4357.0,163.0,2.0,Quality Issue,Rejected,2026-01-16
2489,213.0,881.0,2.0,Quality Issue,Pending,2026-02-21
2490,3865.0,68.0,3.0,Quality Issue,Pending,2025-08-04
2491,4938.0,217.0,2.0,Wrong Item Delivered,Pending,2025-06-08
2492,7127.0,416.0,2.0,Quality Issue,Rejected,2025-07-29
2493,1458.0,650.0,5.0,Not as Described,Approved,2025-12-05
2494,455.0,641.0,4.0,Customer Changed Mind,Pending,2025-12-16
2495,6162.0,669.0,4.0,Damaged Product,Pending,2025-12-03
2496,7263.0,163.0,5.0,Wrong Item Delivered,Rejected,2025-10-16
2497,2646.0,464.0,2.0,Customer Changed Mind,Pending,2026-05-16
2498,4228.0,230.0,5.0,Quality Issue,Pending,2026-04-07
2499,9518.0,916.0,2.0,Not as Described,Pending,2025-12-25
2500,8212.0,951.0,3.0,Damaged Product,Pending,2025-10-23
2501,6381.0,956.0,4.0,Customer Changed Mind,Rejected,2025-07-22
2502,3209.0,559.0,2.0,Quality Issue,Pending,2025-06-16
2503,2077.0,641.0,1.0,Wrong Item Delivered,Rejected,2026-04-28
2504,5259.0,465.0,4.0,Wrong Item Delivered,Pending,2025-11-23
2505,1048.0,125.0,5.0,Not as Described,Pending,2025-10-27
2506,77.0,326.0,1.0,Quality Issue,Rejected,2025-06-15
2507,345.0,913.0,1.0,Wrong Item Delivered,Pending,2025-11-11
2508,395.0,21.0,3.0,Quality Issue,Approved,2025-12-03
2509,3537.0,27.0,3.0,Quality Issue,Approved,2026-01-19
2510,4876.0,597.0,4.0,Customer Changed Mind,Rejected,2026-04-24
2511,7381.0,439.0,2.0,Damaged Product,Rejected,2025-08-10
2512,4391.0,199.0,5.0,Not as Described,Approved,2026-05-14
2513,5713.0,430.0,4.0,Wrong Item Delivered,Pending,2025-11-01
2514,3662.0,417.0,1.0,Quality Issue,Approved,2025-07-27
2515,809.0,272.0,1.0,Customer Changed Mind,Pending,2025-06-22
2516,1083.0,510.0,4.0,Wrong Item Delivered,Pending,2025-06-09
2517,4062.0,612.0,1.0,Not as Described,Pending,2025-12-20
2518,5696.0,34.0,1.0,Not as Described,Pending,2026-05-06
2519,4831.0,895.0,4.0,Quality Issue,Approved,2025-09-23
2520,9437.0,43.0,5.0,Customer Changed Mind,Rejected,2026-04-13
2521,8458.0,147.0,5.0,Not as Described,Approved,2025-09-28
2522,2345.0,482.0,1.0,Not as Described,Approved,2026-05-15
2523,4690.0,396.0,2.0,Damaged Product,Rejected,2025-06-18
2524,38.0,208.0,5.0,Quality Issue,Approved,2026-03-14
2525,6106.0,799.0,4.0,Customer Changed Mind,Rejected,2026-05-19
2526,3730.0,934.0,1.0,Customer Changed Mind,Rejected,2025-07-04
2527,124.0,392.0,5.0,Customer Changed Mind,Pending,2026-01-09
2528,6948.0,723.0,1.0,Damaged Product,Pending,2026-03-16
2529,959.0,38.0,3.0,Damaged Product,Rejected,2026-01-20
2530,2734.0,610.0,5.0,Wrong Item Delivered,Approved,2025-09-02
2531,6961.0,120.0,4.0,Damaged Product,Pending,2025-06-12
2532,3734.0,407.0,2.0,Quality Issue,Pending,2025-08-19
2533,526.0,73.0,2.0,Wrong Item Delivered,Pending,2025-10-26
2534,9899.0,709.0,1.0,Damaged Product,Pending,2026-01-29
2535,208.0,964.0,4.0,Customer Changed Mind,Pending,2025-08-18
2536,215.0,984.0,4.0,Quality Issue,Approved,2025-10-07
2537,7470.0,127.0,2.0,Customer Changed Mind,Pending,2026-02-10
2538,6904.0,968.0,1.0,Not as Described,Rejected,2025-10-22
2539,1725.0,854.0,3.0,Wrong Item Delivered,Pending,2026-01-27
2540,1419.0,423.0,4.0,Not as Described,Pending,2025-12-02
2541,6789.0,712.0,4.0,Wrong Item Delivered,Rejected,2026-03-17
2542,8565.0,88.0,5.0,Customer Changed Mind,Rejected,2026-04-09
2543,7906.0,122.0,3.0,Not as Described,Rejected,2025-09-18
2544,7318.0,612.0,5.0,Customer Changed Mind,Approved,2025-10-04
2545,2907.0,804.0,2.0,Wrong Item Delivered,Approved,2026-03-09
2546,1470.0,37.0,3.0,Damaged Product,Rejected,2025-12-28
2547,4729.0,148.0,4.0,Quality Issue,Pending,2025-07-17
2548,1782.0,300.0,4.0,Damaged Product,Rejected,2026-03-28
2549,6083.0,643.0,2.0,Wrong Item Delivered,Rejected,2025-08-26
2550,9374.0,850.0,1.0,Customer Changed Mind,Pending,2025-05-28
2551,7885.0,609.0,3.0,Wrong Item Delivered,Pending,2025-07-31
2552,9129.0,704.0,1.0,Quality Issue,Pending,2025-06-24
2553,8684.0,494.0,3.0,Quality Issue,Pending,2025-11-06
2554,5938.0,666.0,3.0,Damaged Product,Approved,2026-04-13
2555,8982.0,546.0,4.0,Quality Issue,Pending,2026-01-31
2556,2352.0,616.0,4.0,Damaged Product,Approved,2026-05-07
2557,8297.0,370.0,3.0,Damaged Product,Pending,2026-01-21
2558,3513.0,134.0,4.0,Damaged Product,Approved,2025-08-27
2559,3897.0,927.0,5.0,Customer Changed Mind,Approved,2025-11-02
2560,1748.0,816.0,2.0,Wrong Item Delivered,Approved,2025-12-19
2561,8336.0,777.0,1.0,Quality Issue,Pending,2026-03-22
2562,4947.0,848.0,3.0,Customer Changed Mind,Approved,2026-01-04
2563,9583.0,801.0,4.0,Wrong Item Delivered,Pending,2026-03-26
2564,5812.0,907.0,4.0,Customer Changed Mind,Pending,2025-07-04
2565,1599.0,432.0,3.0,Customer Changed Mind,Pending,2025-07-12
2566,987.0,799.0,3.0,Damaged Product,Rejected,2025-11-24
2567,557.0,37.0,2.0,Wrong Item Delivered,Approved,2026-04-12
2568,3021.0,974.0,5.0,Not as Described,Rejected,2025-06-15
2569,1402.0,525.0,1.0,Damaged Product,Rejected,2026-03-01
2570,497.0,629.0,2.0,Quality Issue,Rejected,2026-02-01
2571,8481.0,501.0,5.0,Customer Changed Mind,Rejected,2025-09-30
2572,9901.0,180.0,1.0,Quality Issue,Approved,2025-06-17
2573,6984.0,614.0,1.0,Customer Changed Mind,Pending,2026-04-21
2574,9957.0,255.0,5.0,Customer Changed Mind,Pending,2025-07-27
2575,989.0,658.0,5.0,Quality Issue,Rejected,2025-12-03
2576,4006.0,894.0,4.0,Quality Issue,Approved,2026-04-01
2577,7211.0,819.0,1.0,Quality Issue,Rejected,2025-10-07
2578,5595.0,924.0,4.0,Wrong Item Delivered,Rejected,2025-11-19
2579,67.0,677.0,4.0,Damaged Product,Pending,2025-12-16
2580,5289.0,348.0,2.0,Customer Changed Mind,Rejected,2026-04-09
2581,3248.0,969.0,4.0,Damaged Product,Pending,2025-06-09
2582,9397.0,192.0,2.0,Wrong Item Delivered,Pending,2025-12-12
2583,6440.0,309.0,5.0,Not as Described,Approved,2025-09-16
2584,4214.0,415.0,3.0,Quality Issue,Pending,2025-06-16
2585,7561.0,806.0,1.0,Wrong Item Delivered,Rejected,2025-08-25
2586,3480.0,915.0,4.0,Not as Described,Approved,2026-03-13
2587,8645.0,162.0,2.0,Damaged Product,Approved,2025-09-20
2588,5898.0,67.0,2.0,Wrong Item Delivered,Approved,2026-03-13
2589,3213.0,366.0,3.0,Damaged Product,Approved,2025-08-10
2590,3355.0,552.0,2.0,Wrong Item Delivered,Pending,2026-02-11
2591,1781.0,651.0,5.0,Customer Changed Mind,Approved,2025-07-12
2592,1623.0,707.0,3.0,Damaged Product,Rejected,2025-05-27
2593,1270.0,32.0,1.0,Not as Described,Rejected,2025-07-13
2594,141.0,514.0,5.0,Damaged Product,Pending,2025-09-01
2595,7435.0,8.0,4.0,Damaged Product,Approved,2025-06-29
2596,5470.0,487.0,3.0,Wrong Item Delivered,Approved,2026-01-08
2597,9498.0,418.0,3.0,Customer Changed Mind,Approved,2026-01-13
2598,7912.0,614.0,4.0,Quality Issue,Pending,2026-04-29
2599,5653.0,85.0,1.0,Wrong Item Delivered,Rejected,2025-11-18
2600,1594.0,732.0,1.0,Damaged Product,Rejected,2026-04-05
2601,3297.0,450.0,4.0,Not as Described,Pending,2025-07-13
2602,2572.0,848.0,4.0,Quality Issue,Rejected,2025-08-27
2603,7089.0,490.0,4.0,Not as Described,Pending,2026-02-23
2604,6846.0,443.0,3.0,Damaged Product,Pending,2026-04-09
2605,5168.0,483.0,1.0,Customer Changed Mind,Approved,2025-10-31
2606,214.0,159.0,2.0,Damaged Product,Pending,2025-08-11
2607,2435.0,523.0,4.0,Damaged Product,Rejected,2026-02-24
2608,1330.0,260.0,4.0,Not as Described,Rejected,2025-10-26
2609,6193.0,211.0,3.0,Not as Described,Rejected,2026-01-16
2610,5324.0,205.0,5.0,Quality Issue,Rejected,2025-07-30
2611,9061.0,913.0,3.0,Customer Changed Mind,Rejected,2026-04-29
2612,2770.0,186.0,3.0,Not as Described,Approved,2025-11-25
2613,4395.0,293.0,4.0,Quality Issue,Approved,2026-01-18
2614,4852.0,64.0,5.0,Damaged Product,Approved,2026-03-01
2615,7012.0,103.0,3.0,Not as Described,Approved,2025-08-05
2616,8778.0,415.0,2.0,Not as Described,Pending,2025-12-06
2617,6420.0,814.0,4.0,Wrong Item Delivered,Rejected,2026-04-10
2618,6969.0,517.0,5.0,Quality Issue,Pending,2025-06-22
2619,1773.0,677.0,4.0,Not as Described,Approved,2026-05-06
2620,5120.0,975.0,4.0,Not as Described,Approved,2026-01-01
2621,7007.0,820.0,1.0,Wrong Item Delivered,Approved,2025-06-25
2622,3662.0,280.0,1.0,Damaged Product,Pending,2026-01-14
2623,4075.0,411.0,1.0,Customer Changed Mind,Pending,2026-02-13
2624,3601.0,961.0,4.0,Customer Changed Mind,Rejected,2026-04-09
2625,940.0,240.0,2.0,Wrong Item Delivered,Approved,2026-03-28
2626,6006.0,323.0,1.0,Not as Described,Rejected,2025-09-23
2627,608.0,797.0,4.0,Damaged Product,Pending,2025-09-21
2628,2061.0,403.0,5.0,Wrong Item Delivered,Rejected,2025-12-20
2629,7397.0,478.0,2.0,Damaged Product,Rejected,2025-12-29
2630,7725.0,128.0,4.0,Quality Issue,Approved,2026-03-09
2631,721.0,233.0,5.0,Not as Described,Approved,2026-01-05
2632,7161.0,614.0,4.0,Quality Issue,Approved,2026-03-16
2633,9664.0,360.0,2.0,Wrong Item Delivered,Rejected,2026-02-09
2634,1452.0,496.0,1.0,Damaged Product,Approved,2025-06-22
2635,6169.0,889.0,5.0,Quality Issue,Pending,2026-02-24
2636,2766.0,677.0,4.0,Not as Described,Pending,2025-09-01
2637,9205.0,190.0,4.0,Not as Described,Rejected,2025-08-21
2638,2618.0,880.0,2.0,Not as Described,Approved,2025-08-23
2639,1793.0,276.0,4.0,Wrong Item Delivered,Pending,2025-09-29
2640,4964.0,867.0,4.0,Quality Issue,Pending,2025-07-07
2641,3257.0,723.0,1.0,Not as Described,Pending,2025-07-12
2642,3381.0,579.0,2.0,Damaged Product,Approved,2025-11-24
2643,1125.0,704.0,3.0,Damaged Product,Pending,2026-01-27
2644,3473.0,193.0,3.0,Customer Changed Mind,Pending,2026-05-11
2645,6049.0,101.0,4.0,Quality Issue,Approved,2026-02-21
2646,6206.0,901.0,4.0,Quality Issue,Rejected,2026-01-20
2647,5475.0,677.0,4.0,Not as Described,Approved,2026-03-29
2648,3227.0,897.0,1.0,Quality Issue,Rejected,2025-10-06
2649,6268.0,898.0,3.0,Damaged Product,Rejected,2025-12-17
2650,9079.0,96.0,5.0,Wrong Item Delivered,Rejected,2026-01-24
2651,3152.0,474.0,4.0,Quality Issue,Approved,2025-07-10
2652,9143.0,42.0,4.0,Customer Changed Mind,Pending,2025-08-25
2653,9068.0,790.0,1.0,Wrong Item Delivered,Rejected,2025-12-21
2654,2317.0,517.0,4.0,Customer Changed Mind,Rejected,2026-04-13
2655,5119.0,292.0,3.0,Not as Described,Approved,2025-08-08
2656,1053.0,414.0,1.0,Not as Described,Approved,2025-10-23
2657,8380.0,68.0,4.0,Damaged Product,Rejected,2025-11-02
2658,3543.0,225.0,5.0,Not as Described,Pending,2025-07-30
2659,8945.0,307.0,4.0,Damaged Product,Pending,2026-02-23
2660,7227.0,957.0,2.0,Not as Described,Approved,2025-10-22
2661,5552.0,334.0,3.0,Wrong Item Delivered,Approved,2026-04-09
2662,6893.0,534.0,5.0,Damaged Product,Approved,2025-10-19
2663,252.0,884.0,2.0,Not as Described,Pending,2025-11-16
2664,9179.0,227.0,5.0,Damaged Product,Approved,2025-09-11
2665,1324.0,433.0,5.0,Quality Issue,Rejected,2025-06-12
2666,8018.0,474.0,1.0,Quality Issue,Pending,2025-11-07
2667,552.0,910.0,3.0,Not as Described,Approved,2026-04-11
2668,6907.0,971.0,2.0,Not as Described,Pending,2025-09-30
2669,5179.0,491.0,3.0,Damaged Product,Approved,2025-10-07
2670,1936.0,822.0,1.0,Customer Changed Mind,Approved,2026-04-23
2671,6882.0,324.0,4.0,Quality Issue,Pending,2025-09-17
2672,5361.0,245.0,4.0,Quality Issue,Approved,2025-12-23
2673,2710.0,834.0,2.0,Not as Described,Approved,2026-02-22
2674,1137.0,210.0,5.0,Damaged Product,Rejected,2025-12-18
2675,6620.0,675.0,4.0,Not as Described,Approved,2025-11-16
2676,446.0,847.0,5.0,Not as Described,Rejected,2025-07-08
2677,3225.0,854.0,1.0,Not as Described,Approved,2026-01-09
2678,5705.0,163.0,2.0,Not as Described,Rejected,2026-03-30
2679,5535.0,426.0,1.0,Damaged Product,Rejected,2025-12-19
2680,3802.0,366.0,5.0,Wrong Item Delivered,Pending,2025-10-06
2681,4856.0,489.0,5.0,Not as Described,Pending,2025-05-26
2682,362.0,473.0,4.0,Customer Changed Mind,Approved,2026-02-25
2683,1050.0,230.0,4.0,Quality Issue,Approved,2026-05-19
2684,3119.0,188.0,3.0,Not as Described,Pending,2026-03-11
2685,1898.0,84.0,1.0,Not as Described,Approved,2025-11-12
2686,8340.0,372.0,5.0,Damaged Product,Rejected,2025-07-04
2687,9947.0,411.0,3.0,Quality Issue,Pending,2026-01-26
2688,2799.0,938.0,5.0,Wrong Item Delivered,Pending,2025-07-20
2689,6426.0,151.0,5.0,Damaged Product,Approved,2025-06-18
2690,3234.0,399.0,2.0,Customer Changed Mind,Pending,2026-01-30
2691,768.0,818.0,4.0,Wrong Item Delivered,Rejected,2025-09-15
2692,7404.0,803.0,1.0,Damaged Product,Approved,2025-07-10
2693,3733.0,303.0,1.0,Wrong Item Delivered,Rejected,2025-07-18
2694,2713.0,754.0,2.0,Customer Changed Mind,Approved,2025-09-24
2695,1051.0,41.0,4.0,Customer Changed Mind,Approved,2026-01-07
2696,5669.0,62.0,2.0,Wrong Item Delivered,Pending,2026-05-05
2697,3779.0,46.0,2.0,Customer Changed Mind,Pending,2025-12-25
2698,9079.0,246.0,2.0,Customer Changed Mind,Rejected,2026-04-27
2699,1489.0,194.0,1.0,Damaged Product,Pending,2026-05-08
2700,5448.0,350.0,3.0,Customer Changed Mind,Rejected,2026-04-21
2701,377.0,80.0,3.0,Damaged Product,Pending,2026-02-18
2702,8774.0,82.0,5.0,Not as Described,Approved,2026-04-27
2703,1275.0,323.0,5.0,Quality Issue,Rejected,2026-02-10
2704,1064.0,607.0,2.0,Quality Issue,Rejected,2025-11-02
2705,9941.0,206.0,3.0,Quality Issue,Rejected,2026-03-22
2706,1968.0,499.0,3.0,Damaged Product,Approved,2025-12-17
2707,9522.0,931.0,5.0,Wrong Item Delivered,Approved,2026-04-14
2708,2430.0,63.0,2.0,Quality Issue,Rejected,2025-06-09
2709,5280.0,985.0,2.0,Customer Changed Mind,Pending,2026-05-01
2710,8717.0,813.0,3.0,Damaged Product,Pending,2026-02-10
2711,9097.0,269.0,1.0,Quality Issue,Rejected,2026-01-15
2712,6297.0,695.0,5.0,Quality Issue,Pending,2025-11-23
2713,6197.0,961.0,5.0,Customer Changed Mind,Approved,2025-12-21
2714,6177.0,13.0,5.0,Not as Described,Approved,2026-04-27
2715,140.0,835.0,3.0,Damaged Product,Pending,2025-05-26
2716,3353.0,545.0,2.0,Quality Issue,Pending,2026-01-07
2717,9612.0,371.0,4.0,Not as Described,Rejected,2025-12-05
2718,2739.0,805.0,1.0,Damaged Product,Approved,2026-03-21
2719,6487.0,933.0,4.0,Quality Issue,Rejected,2025-10-01
2720,2570.0,250.0,1.0,Customer Changed Mind,Pending,2025-10-15
2721,3178.0,236.0,5.0,Not as Described,Rejected,2026-02-16
2722,3285.0,356.0,2.0,Quality Issue,Pending,2025-06-05
2723,7436.0,934.0,1.0,Not as Described,Pending,2025-10-31
2724,9973.0,973.0,5.0,Not as Described,Approved,2025-06-19
2725,2769.0,340.0,1.0,Quality Issue,Rejected,2026-02-18
2726,4198.0,613.0,3.0,Quality Issue,Rejected,2025-06-08
2727,7638.0,235.0,4.0,Customer Changed Mind,Approved,2025-10-19
2728,6496.0,60.0,4.0,Quality Issue,Rejected,2025-06-26
2729,9508.0,857.0,1.0,Not as Described,Pending,2025-12-09
2730,2462.0,505.0,4.0,Customer Changed Mind,Pending,2026-03-01
2731,7148.0,59.0,3.0,Quality Issue,Rejected,2026-03-09
2732,3322.0,433.0,2.0,Not as Described,Pending,2025-06-23
2733,7237.0,845.0,3.0,Damaged Product,Approved,2025-10-18
2734,4860.0,613.0,5.0,Damaged Product,Rejected,2026-01-22
2735,6241.0,252.0,3.0,Customer Changed Mind,Pending,2025-06-10
2736,3611.0,812.0,3.0,Damaged Product,Pending,2026-02-10
2737,3452.0,320.0,3.0,Damaged Product,Approved,2025-12-04
2738,562.0,150.0,1.0,Not as Described,Rejected,2026-01-17
2739,4272.0,613.0,5.0,Damaged Product,Rejected,2026-05-14
2740,1780.0,749.0,4.0,Customer Changed Mind,Pending,2025-12-22
2741,7781.0,246.0,4.0,Quality Issue,Rejected,2025-06-05
2742,7549.0,994.0,1.0,Quality Issue,Rejected,2026-05-08
2743,9752.0,993.0,1.0,Wrong Item Delivered,Approved,2026-04-02
2744,228.0,961.0,5.0,Quality Issue,Rejected,2025-07-09
2745,8788.0,447.0,1.0,Wrong Item Delivered,Pending,2025-09-02
2746,7879.0,65.0,3.0,Quality Issue,Rejected,2025-07-28
2747,2233.0,125.0,5.0,Quality Issue,Rejected,2026-02-24
2748,2160.0,462.0,3.0,Not as Described,Rejected,2025-06-26
2749,7359.0,211.0,2.0,Not as Described,Approved,2026-05-09
2750,1022.0,379.0,1.0,Damaged Product,Approved,2026-04-27
2751,2573.0,316.0,2.0,Damaged Product,Approved,2026-02-05
2752,9162.0,901.0,2.0,Customer Changed Mind,Rejected,2025-07-15
2753,9911.0,645.0,1.0,Damaged Product,Approved,2026-03-26
2754,3509.0,849.0,2.0,Not as Described,Pending,2026-04-21
2755,927.0,23.0,2.0,Not as Described,Rejected,2025-10-16
2756,5506.0,848.0,4.0,Not as Described,Approved,2025-12-21
2757,600.0,529.0,1.0,Damaged Product,Rejected,2026-02-26
2758,721.0,436.0,1.0,Wrong Item Delivered,Rejected,2025-11-30
2759,7506.0,370.0,4.0,Damaged Product,Rejected,2026-05-04
2760,4405.0,340.0,4.0,Wrong Item Delivered,Rejected,2026-01-22
2761,4685.0,607.0,2.0,Customer Changed Mind,Rejected,2026-02-02
2762,8772.0,101.0,5.0,Customer Changed Mind,Approved,2025-11-14
2763,6417.0,279.0,4.0,Damaged Product,Approved,2025-09-23
2764,568.0,971.0,4.0,Damaged Product,Pending,2026-02-25
2765,9343.0,415.0,1.0,Quality Issue,Approved,2025-08-03
2766,6686.0,134.0,1.0,Damaged Product,Rejected,2025-11-24
2767,2091.0,105.0,2.0,Wrong Item Delivered,Approved,2026-04-27
2768,659.0,862.0,5.0,Customer Changed Mind,Approved,2025-09-19
2769,4934.0,578.0,2.0,Wrong Item Delivered,Approved,2025-10-05
2770,328.0,973.0,1.0,Customer Changed Mind,Pending,2025-09-04
2771,758.0,243.0,1.0,Customer Changed Mind,Rejected,2025-07-17
2772,291.0,779.0,3.0,Customer Changed Mind,Pending,2026-04-01
2773,9454.0,228.0,5.0,Wrong Item Delivered,Approved,2025-11-10
2774,4657.0,287.0,4.0,Damaged Product,Approved,2025-09-26
2775,1297.0,831.0,1.0,Not as Described,Approved,2026-01-23
2776,8726.0,708.0,4.0,Not as Described,Pending,2025-12-13
2777,1859.0,451.0,4.0,Quality Issue,Approved,2025-11-11
2778,5342.0,660.0,2.0,Customer Changed Mind,Rejected,2025-12-03
2779,4876.0,765.0,2.0,Damaged Product,Approved,2025-08-19
2780,5791.0,858.0,4.0,Damaged Product,Approved,2025-08-09
2781,1367.0,530.0,4.0,Not as Described,Approved,2025-06-18
2782,8086.0,630.0,3.0,Wrong Item Delivered,Approved,2025-05-31
2783,828.0,750.0,2.0,Damaged Product,Pending,2025-11-10
2784,2318.0,749.0,5.0,Customer Changed Mind,Pending,2026-03-30
2785,7225.0,113.0,5.0,Quality Issue,Pending,2026-04-24
2786,4086.0,529.0,2.0,Not as Described,Pending,2025-10-03
2787,1968.0,804.0,4.0,Quality Issue,Rejected,2026-01-06
2788,736.0,213.0,1.0,Wrong Item Delivered,Pending,2026-03-19
2789,3792.0,828.0,5.0,Quality Issue,Rejected,2026-02-03
2790,935.0,602.0,1.0,Wrong Item Delivered,Rejected,2026-03-14
2791,8891.0,170.0,3.0,Customer Changed Mind,Pending,2025-12-22
2792,9703.0,143.0,2.0,Damaged Product,Pending,2026-03-16
2793,9039.0,27.0,1.0,Not as Described,Approved,2025-09-08
2794,6728.0,198.0,3.0,Not as Described,Approved,2026-01-12
2795,3291.0,305.0,3.0,Damaged Product,Rejected,2026-05-08
2796,9420.0,13.0,1.0,Not as Described,Approved,2025-07-21
2797,8011.0,361.0,1.0,Damaged Product,Rejected,2025-07-23
2798,1626.0,27.0,3.0,Quality Issue,Approved,2026-02-23
2799,9222.0,587.0,3.0,Quality Issue,Approved,2026-01-23
2800,5928.0,137.0,4.0,Wrong Item Delivered,Rejected,2025-11-11
2801,4212.0,582.0,3.0,Customer Changed Mind,Pending,2025-10-07
2802,4142.0,648.0,3.0,Quality Issue,Approved,2025-12-31
2803,1573.0,197.0,1.0,Wrong Item Delivered,Approved,2026-04-30
2804,1544.0,651.0,1.0,Wrong Item Delivered,Pending,2026-04-16
2805,3063.0,379.0,2.0,Customer Changed Mind,Rejected,2026-01-07
2806,434.0,943.0,3.0,Customer Changed Mind,Approved,2025-06-27
2807,3003.0,424.0,3.0,Not as Described,Rejected,2025-10-25
2808,5369.0,455.0,2.0,Not as Described,Approved,2025-09-22
2809,7150.0,288.0,3.0,Wrong Item Delivered,Pending,2025-10-19
2810,6004.0,62.0,2.0,Quality Issue,Approved,2025-09-04
2811,6568.0,941.0,4.0,Damaged Product,Pending,2025-09-11
2812,7584.0,842.0,1.0,Customer Changed Mind,Rejected,2025-07-07
2813,4957.0,514.0,2.0,Damaged Product,Approved,2026-03-29
2814,9536.0,384.0,3.0,Quality Issue,Pending,2025-09-21
2815,4960.0,419.0,5.0,Wrong Item Delivered,Approved,2026-01-03
2816,6291.0,44.0,5.0,Customer Changed Mind,Approved,2025-11-18
2817,8701.0,697.0,2.0,Wrong Item Delivered,Rejected,2025-11-24
2818,281.0,654.0,2.0,Damaged Product,Pending,2026-01-05
2819,330.0,491.0,2.0,Not as Described,Rejected,2025-06-18
2820,7939.0,321.0,3.0,Customer Changed Mind,Pending,2025-07-27
2821,9659.0,469.0,1.0,Damaged Product,Rejected,2026-03-25
2822,6787.0,307.0,3.0,Damaged Product,Approved,2026-03-03
2823,8594.0,93.0,5.0,Damaged Product,Pending,2026-03-29
2824,5063.0,519.0,5.0,Wrong Item Delivered,Rejected,2025-10-13
2825,1958.0,577.0,5.0,Customer Changed Mind,Rejected,2026-01-05
2826,7461.0,982.0,4.0,Wrong Item Delivered,Approved,2025-11-13
2827,1274.0,684.0,2.0,Not as Described,Approved,2025-09-01
2828,208.0,848.0,3.0,Wrong Item Delivered,Pending,2025-10-04
2829,8237.0,95.0,2.0,Wrong Item Delivered,Approved,2026-04-19
2830,4961.0,78.0,1.0,Customer Changed Mind,Rejected,2025-07-08
2831,2813.0,347.0,5.0,Customer Changed Mind,Approved,2025-09-23
2832,6371.0,518.0,3.0,Damaged Product,Approved,2025-12-05
2833,7841.0,511.0,3.0,Wrong Item Delivered,Pending,2025-08-23
2834,7225.0,218.0,4.0,Wrong Item Delivered,Pending,2026-03-10
2835,1185.0,895.0,1.0,Damaged Product,Rejected,2025-10-07
2836,3198.0,324.0,5.0,Quality Issue,Approved,2026-04-04
2837,6438.0,611.0,5.0,Not as Described,Approved,2026-01-10
2838,8055.0,735.0,2.0,Quality Issue,Approved,2025-05-28
2839,4381.0,1.0,3.0,Not as Described,Pending,2025-09-10
2840,7679.0,491.0,4.0,Not as Described,Pending,2025-06-12
2841,361.0,81.0,4.0,Quality Issue,Approved,2026-04-16
2842,9317.0,794.0,4.0,Wrong Item Delivered,Pending,2025-11-10
2843,6402.0,147.0,1.0,Damaged Product,Approved,2025-08-31
2844,1763.0,953.0,3.0,Not as Described,Rejected,2025-12-08
2845,4749.0,334.0,5.0,Damaged Product,Pending,2026-04-17
2846,894.0,231.0,2.0,Not as Described,Rejected,2026-01-08
2847,9528.0,287.0,2.0,Quality Issue,Approved,2025-12-15
2848,7564.0,194.0,5.0,Quality Issue,Pending,2026-05-14
2849,5267.0,307.0,4.0,Not as Described,Pending,2025-07-29
2850,9423.0,364.0,4.0,Wrong Item Delivered,Approved,2025-07-10
2851,5989.0,777.0,1.0,Not as Described,Pending,2025-06-11
2852,717.0,512.0,2.0,Damaged Product,Approved,2025-09-04
2853,8777.0,817.0,1.0,Damaged Product,Pending,2025-07-15
2854,6237.0,41.0,2.0,Damaged Product,Rejected,2026-02-22
2855,7896.0,385.0,2.0,Not as Described,Rejected,2025-11-03
2856,596.0,563.0,1.0,Quality Issue,Approved,2025-12-15
2857,2893.0,489.0,5.0,Damaged Product,Rejected,2026-03-23
2858,7006.0,471.0,2.0,Wrong Item Delivered,Pending,2025-11-22
2859,1378.0,244.0,2.0,Damaged Product,Approved,2025-07-27
2860,5385.0,343.0,1.0,Damaged Product,Rejected,2026-04-16
2861,5673.0,965.0,4.0,Customer Changed Mind,Rejected,2025-11-12
2862,6362.0,553.0,5.0,Not as Described,Pending,2026-04-11
2863,5801.0,714.0,5.0,Not as Described,Rejected,2025-06-17
